id_dummy,Total_POI,Closed_POI,AvgRating,AvgReviewCount,PriceCategory,Latitude,Longitude
1,14,0,4.178571428571429,279.07142857142856,Economical,49.261122,-123.097571
1,6,0,4.166666666666667,379.5,Economical,49.267725,-123.11311
1,4,0,4.125,214.5,Expensive,49.245135,-123.116098
1,17,0,4.205882352941177,534.5294117647059,Economical,49.274232,-123.129998
1,13,0,3.8076923076923075,115.46153846153847,Economical,49.238105,-123.154966
1,4,0,4.125,230.25,Expensive,49.246243,-123.124373
1,18,0,4.111111111111111,331.1666666666667,Economical,49.249722,-123.104991
1,18,0,4.0,305.77777777777777,Economical,49.243375,-123.104978
1,15,0,4.1,171.2,Economical,49.282087,-123.056909
1,14,0,4.178571428571429,190.21428571428572,Economical,49.283968,-123.061615
1,12,0,4.125,193.25,Economical,49.287464,-123.060771
1,15,0,4.133333333333334,197.0,Economical,49.285575,-123.061575
1,8,0,3.9375,149.75,Economical,49.251358,-123.115637
1,4,0,4.0,281.75,Expensive,49.249184,-123.116141
1,5,0,4.2,210.8,Expensive,49.245535,-123.120496
1,19,0,4.184210526315789,620.6842105263158,Economical,49.289255,-123.132677
1,13,0,4.076923076923077,182.07692307692307,Economical,49.252656,-123.067965
1,11,0,4.2272727272727275,316.8181818181818,Economical,49.259469,-123.145718
1,17,0,4.176470588235294,554.8823529411765,Economical,49.277178,-123.13
1,19,0,4.184210526315789,728.1578947368421,Economical,49.291597,-123.129158
1,19,0,4.052631578947368,298.5263157894737,Economical,49.247204,-123.101549
1,20,0,4.1,882.3,Economical,49.2856698,-123.1125432
1,18,0,4.0,338.3333333333333,Economical,49.25094,-123.101306
1,13,0,4.038461538461538,330.0,Economical,49.270783,-123.141564
1,13,0,3.730769230769231,48.23076923076923,Economical,49.264019,-123.209176
1,11,0,3.8181818181818183,52.81818181818182,Economical,49.2658,-123.20596
1,13,0,4.0,128.6153846153846,Economical,49.265442,-123.187738
1,18,0,3.9722222222222223,39.72222222222222,Economical,49.267561,-123.252261
1,19,0,3.973684210526316,35.1578947368421,Economical,49.2665793,-123.2485487
1,15,0,3.8666666666666667,32.2,Economical,49.26262,-123.2431
1,18,0,4.194444444444445,568.1666666666666,Economical,49.278529,-123.100017
1,16,0,4.21875,517.0,Economical,49.282047,-123.133057
1,18,0,4.166666666666667,811.6111111111111,Economical,49.277773,-123.114237
